ID	AC	DE	GA	TP	ML	CL	NE	AC_version
BTV_NS2	PF04514	Bluetongue virus non-structural protein NS2	27; 27;	Family	379			PF04514.18
Btz	PF09405	CASC3/Barentsz eIF4AIII binding	22; 22;	Domain	131			PF09405.15
BT_2262-like_C	PF16404	BT_2262-like, C-terminal domain	29.6; 29.6;	Domain	125			PF16404.10
BT_3044-like_C	PF14274	BT_3044-like, C-terminal	23.1; 23.1;	Domain	141	CL0815		PF14274.12
BT_3535-like	PF22095	BT_3535-like	27; 27;	Family	182			PF22095.1
BT_3657-like_N	PF22847	Arabinosidase BT_3657-like, N-terminal	27; 27;	Repeat	168	CL0143		PF22847.2
BT_3987-like_N	PF08522	BT_3987-like, N-terminal domain	25.9; 25.9;	Domain	120	CL0159		PF08522.16
BT_4170-like_C	PF16380	Rhamnogalacturonan lyase BT_4170-like, C-terminal	30; 30;	Domain	142			PF16380.10
BT_MCC_alpha	PF21139	Methylcrotonyl-CoA carboxylase, alpha-subunit, BT domain	31; 31;	Domain	118			PF21139.3
Bt_P21	PF05560	Bacillus thuringiensis P21 molecular chaperone protein	25; 25;	Family	182			PF05560.16
Bubble	PF09227	Bubble protein	23; 23;	Domain	64			PF09227.15
Bud13	PF09736	Pre-mRNA-splicing factor of RES complex	27; 27;	Family	144			PF09736.14
BUD22	PF09073	BUD22	37; 37;	Family	435			PF09073.15
BUD31	PF01125	Pre-mRNA-splicing factor BUD31	23.8; 23.8;	Domain	146			PF01125.22
Bud3_N	PF12015	Bud3, N-terminal	25; 25;	Domain	182			PF12015.13
Bul1_C	PF04426	Bul1 C terminus	24.2; 24.2;	Family	272			PF04426.17
Bul1_N	PF04425	Bul1 N terminus	28.7; 28.7;	Family	451	CL0135		PF04425.17
Bundlin	PF05307	Bundlin	22.3; 22.3;	Domain	151	CL0327		PF05307.16
Bunya_G1	PF03557	Bunyavirus glycoprotein G1	25; 25;	Family	879			PF03557.20
Bunya_G2	PF03563	Bunyavirus glycoprotein G2	25; 25;	Family	281	CL0543		PF03563.18
Bunya_NS-S	PF01104	Bunyavirus non-structural protein NS-s	25; 25;	Family	91			PF01104.22
Bunya_nucleocap	PF00952	Bunyavirus nucleocapsid (N) protein	25; 25;	Family	229			PF00952.22
Bunya_RdRp	PF04196	Bunyavirus RNA dependent RNA polymerase	25; 25;	Family	741			PF04196.17
BURP	PF03181	BURP domain	27; 27;	Family	216			PF03181.20
But2	PF09792	Ubiquitin 3 binding protein But2 C-terminal domain	24.2; 24.2;	Domain	141			PF09792.14
bVLRF1	PF18826	Bacteroidetes VLRF1 release factor	27; 27;	Domain	145	CL0267		PF18826.6
BVU_2266-like	PF22054	BVU_2266-like	27; 27;	Family	237	CL0193		PF22054.2
BW3TFN	PF25691	Baseplate wedge 3 tail fiber network component	27; 27;	Domain	174			PF25691.1
Bys1	PF04681	Blastomyces yeast-phase-specific protein	24.3; 24.3;	Domain	145	CL0872		PF04681.18
Bystin	PF05291	Bystin	28.8; 28.8;	Family	292			PF05291.16
bZIP_1	PF00170	bZIP transcription factor	27.6; 27.6;	Coiled-coil	64	CL0018		PF00170.26
bZIP_2	PF07716	Basic region leucine zipper	22.3; 22.3;	Coiled-coil	54	CL0018		PF07716.20
bZIP_C	PF12498	Basic leucine-zipper C terminal	22.7; 22.7;	Family	119			PF12498.13
bZIP_Maf	PF03131	bZIP Maf transcription factor	22; 22;	Coiled-coil	92	CL0018		PF03131.22
B_lactamase-like_C	PF21221	Metallo-beta-lactamase-like, C-terminal domain	27; 27;	Domain	46	CL0123		PF21221.3
B_lectin	PF01453	D-mannose binding lectin	32.4; 32.4;	Repeat	105	CL0186		PF01453.30
B_solenoid_dext	PF18841	Beta solenoid repeat from Dextranase	30; 28;	Repeat	33	CL0268		PF18841.7
B_solenoid_ydck	PF18836	YdcK Beta solenoid repeat	30; 13;	Repeat	17	CL0268		PF18836.7
C-C_Bond_Lyase	PF15617	C-C_Bond_Lyase of the TIM-Barrel fold	28.4; 28.4;	Family	320	CL0036		PF15617.12
C-JID	PF20160	C-JID domain	24.1; 24.1;	Domain	98			PF20160.4
c-SKI_SMAD_bind	PF08782	c-SKI Smad4 binding domain	25; 25;	Domain	94	CL0831		PF08782.15
C1-like_CT	PF22926	C1 domain-like, C-terminal	25; 25;	Domain	43	CL0229		PF22926.2
C1-set	PF07654	Immunoglobulin C1-set domain	21; 21;	Domain	86	CL0159		PF07654.21
C12orf66_like	PF09404	KICSTOR complex C12orf66 like	22; 22;	Family	439			PF09404.15
C166	PF17615	Family of unknown function	36.7; 36.7;	Family	171			PF17615.7
C19orf12	PF20721	C19orf12-like protein	30; 30;	Family	163	CL0500		PF20721.2
C19orf84	PF17703	piRNA-mediated silencing protein C19orf84	40; 40;	Family	200			PF17703.6
C1ORF64	PF15547	Steroid receptor-associated and regulated protein	27; 27;	Family	137			PF15547.11
C1q	PF00386	C1q domain	23.7; 23.7;	Domain	127	CL0100		PF00386.27
C1_1	PF00130	Phorbol esters/diacylglycerol binding domain (C1 domain)	26.5; 26.5;	Domain	53	CL0229		PF00130.28
C1_2	PF03107	C1 domain	26; 26;	Domain	48	CL0229		PF03107.22
C1_4	PF07975	TFIIH C1-like domain	28.9; 28.9;	Domain	55	CL0229		PF07975.18
C1_PlyCB	PF20821	Streptococcus virus C1, PlyCB	30.5; 30.5;	Family	65			PF20821.2
C2	PF00168	C2 domain	22; 9.6;	Domain	104	CL0154		PF00168.36
C2-C2_1	PF11618	First C2 domain of RPGR-interacting protein 1	29.2; 29.2;	Domain	143	CL0154		PF11618.14
C2-set	PF05790	Immunoglobulin C2-set domain	24; 24;	Domain	80	CL0159		PF05790.21
C2-set_2	PF08205	CD80-like C2-set immunoglobulin domain 	21; 21;	Domain	89	CL0159		PF08205.18
C2-set_3	PF22705	Butyrophilin subfamily 3 member A2-like, Ig-C domain	27; 27;	Domain	87	CL0159		PF22705.2
C2185-like_N	PF22674	C2185-like, N-terminal	27; 27;	Domain	91	CL0063		PF22674.2
C2c1_helical	PF22172	CRISPR-associated endonuclease C2c1 second helical domain	27; 27;	Domain	168			PF22172.1
C2c1_helical_1st	PF22202	CRISPR-associated endonuclease C2c1 first helical domain	27; 27;	Domain	340			PF22202.1
C2c1_Nuc-II	PF22077	CRISPR-associated endonuclease C2c1 Nuc-II domain	27; 27;	Domain	128			PF22077.1
C2c1_RuvC-like	PF22126	C2c1 CRISPR-Cas endonuclease, RuvC-like domain	27; 27;	Domain	179	CL0219		PF22126.3
C2c1_WED-II	PF22204	CRISPR-associated endonuclease C2c1, wedge domain, second region	27; 27;	Domain	125			PF22204.1
C2CH-3rd_BIRD-IDD	PF22995	BIRD-IDD transcription factor, third C2HC zinc finger	27; 27;	Domain	25	CL0361		PF22995.2
C2CH-4th_BIRD-IDD	PF22992	BIRD-IDD transcription factor, fourth C2HC zinc finger	26.3; 26.3;	Domain	42	CL0361		PF22992.2
C2H2-2nd_BIRD-IDD	PF22996	BIRD-IDD transcription factor, second C2H2 zinc finger	27; 27;	Family	35	CL0361		PF22996.2
C2H2-zf_KIN17	PF25095	KIN17 C2H2-type zinc finger domain	27.7; 27.7;	Domain	30	CL0361		PF25095.1
C2H2_ASCIZ	PF24757	ASCIZ first and second C2H2 zinc finger domains	25; 25;	Domain	34	CL0361		PF24757.1
C2H2_ASCIZ_4th	PF24761	ASCIZ forth C2H2 zinc finger domain	24; 24;	Domain	31	CL0361		PF24761.1
C2HC_ASCIZ	PF24759	ASCIZ third C2HC zinc finger domain	25; 25;	Domain	25	CL0361		PF24759.1
C2orf69	PF10561	C2orf69	25; 25;	Family	301	CL0028		PF10561.15
C2_C2CD3_N	PF25339	N-terminal C2 domain of C2CD3 protein	27; 27;	Domain	145	CL0154		PF25339.1
C2_CAPS	PF25341	C2 domain of CAPS protein	27; 27;	Domain	100	CL0154		PF25341.1
C2_DCK_4th	PF25338	Fourth C2 domain of dock-like protein	27; 27;	Domain	135	CL0154		PF25338.1
C2_GDE1	PF25329	GDE1-like C2 domain	27; 27;	Domain	150	CL0154		PF25329.1
C2_GRDP	PF25334	C2 domain of glycine-rich domain-containing protein	27; 27;	Domain	132	CL0154		PF25334.1
C2_ITFG1	PF23122	ITFG1, C2 domain	27; 27;	Domain	100	CL0154		PF23122.1
C2_Mug190_3rd	PF25331	Third C2 domain of meiotically up-regulated Mug190 protein	27; 27;	Domain	150	CL0154		PF25331.1
C2_nem	PF25330	Nematode specific C2 domain	27; 27;	Domain	142	CL0154		PF25330.1
C2_N_APX	PF25337	N-terminal C2 domain of anterior pharynx excess proteins	27; 27;	Domain	110	CL0154		PF25337.1
C2_PACS_N	PF25332	N-terminal C2 domain of phosphofurin acidic cluster sorting protein	27; 27;	Domain	170	CL0154		PF25332.1
C2_SHIP1-2_2nd	PF24147	SHIP1/2 second C2 domain	27.5; 27.5;	Domain	106	CL0154		PF24147.2
C2_SHIP1-2_first	PF24150	SHIP1/2 first C2 domain	27.7; 27.7;	Domain	80	CL0154		PF24150.1
C2_SYDE	PF25336	C2 domain of synapse defective Rho GAP protein	27; 27;	Domain	120	CL0154		PF25336.1
C2_TCB1	PF24920	Tricalbin-1-like, C2 domain	27; 27;	Domain	125	CL0154		PF24920.1
C3_CUB1	PF21406	Complement component 3, CUB domain, first segment	27.2; 27.2;	Domain	42	CL0164		PF21406.3
C3_CUB2	PF21308	Complement component 3, CUB domain, second segment	26.7; 26.7;	Domain	62	CL0164		PF21308.3
C4	PF01413	C-terminal tandem repeated domain in type 4 procollagen	27; 27;	Domain	110	CL0056		PF01413.25
C4bp_oligo	PF18453	Oligomerization domain of C4b-binding protein alpha	29.6; 29.6;	Domain	49			PF18453.6
C4_MG1	PF21145	Complement C4, MG1 domain	21.4; 21.4;	Domain	112	CL0159		PF21145.3
C5-epim_C	PF06662	D-glucuronyl C5-epimerase C-terminus	23.3; 23.3;	Repeat	188	CL0059		PF06662.19
C5HCH	PF17982	NSD Cys-His rich domain	26.3; 26.3;	Domain	50	CL0229		PF17982.7
C5orf34-like_N	PF15025	C5orf34-like, N-terminal	27; 27;	Domain	70	CL0708		PF15025.12
C5orf34_2nd	PF22833	C5orf34-like, second domain	27; 27;	Domain	117	CL0708		PF22833.2
C5orf34_C	PF15016	C5orf34 C-terminal domain	27; 27;	Domain	82	CL0708		PF15016.13
C5_CUB	PF21309	Complement component 5, CUB domain	27; 27;	Domain	57	CL0164		PF21309.3
C6	PF01681	C6 domain	27.9; 27.9;	Family	89			PF01681.22
C6_DPF	PF10170	CDPF1	27; 27;	Domain	94	CL0229		PF10170.15
C7_FIM2_N	PF21284	Complement component C7, FIM2 N-terminal	27.1; 27.1;	Domain	24	CL0001		PF21284.3
C8	PF08742	C8 domain	23.7; 23.7;	Domain	68			PF08742.16
C8-3_MUC4	PF23263	Mucin-4-like C8-3 domain	25; 25;	Domain	50			PF23263.1
C9orf72-like	PF15019	C9orf72-like protein family	27; 27;	Family	230			PF15019.11
CA109-like	PF15011	Ribosome biogenesis protein C1orf109-like	27; 27;	Family	161			PF15011.11
CAA3_Cox_suIV	PF20814	CAA3-type cytochrome c oxidase subunit IV	27.5; 27.5;	Family	64			PF20814.2
Caa3_CtaG	PF09678	Cytochrome c oxidase caa3 assembly factor (Caa3_CtaG)	27.7; 27.7;	Family	237			PF09678.15
CAAD	PF14159	CAAD domains of cyanobacterial aminoacyl-tRNA synthetase	30.7; 30.7;	Domain	85			PF14159.11
CAAP1	PF15335	Caspase activity and apoptosis inhibitor 1	25; 25;	Family	63			PF15335.11
CaATP_NAI	PF12515	Ca2+-ATPase N terminal autoinhibitory domain	25; 25;	Family	45			PF12515.13
CAAX_1	PF15895	CAAX box cerebral protein 1	27; 27;	Family	209			PF15895.10
CAA_C	PF21133	CCA-adding enzyme, C-terminal domain	22.2; 22.2;	Domain	144			PF21133.2
CABIT	PF12736	Cell-cycle sustaining, positive selection, 	24; 24;	Domain	255			PF12736.12
CABS1	PF15367	Calcium-binding and spermatid-specific protein 1	27; 27;	Family	397			PF15367.11
CAC1F_C	PF16885	Voltage-gated calcium channel subunit alpha, C-term	26.6; 20;	Family	362			PF16885.10
Cac1_C	PF21796	Chromatin assembly factor 1 subunit Cac1, C-terminal domain	24.3; 24.3;	Domain	55	CL0123		PF21796.3
Cache_3-Cache_2	PF17201	Cache 3/Cache 2 fusion domain	27.7; 27.7;	Domain	299	CL0165		PF17201.10
Cache_WalK	PF23846	WalK sensor protein kinase Chache domain	27; 27;	Domain	92	CL0165		PF23846.1
CactinC_cactus	PF09732	Cactus-binding C-terminus of cactin protein	30; 30;	Domain	125			PF09732.14
Cactin_mid	PF10312	Conserved mid region of cactin	23; 23;	Family	194			PF10312.14
Cad	PF03596	Cadmium resistance transporter	26.2; 26.2;	Family	192	CL0292		PF03596.19
CadC_C1	PF18500	CadC C-terminal domain 1	25; 25;	Domain	134	CL0342		PF18500.6
Cadherin	PF00028	Cadherin domain	28.8; 28.8;	Domain	93	CL0159		PF00028.23
Cadherin-like	PF12733	Cadherin-like beta sandwich domain	24.2; 24.2;	Domain	89	CL0159		PF12733.13
Cadherin_2	PF08266	Cadherin-like	23; 23;	Domain	83	CL0159		PF08266.18
Cadherin_3	PF16184	Cadherin-like	25.5; 25.5;	Domain	106	CL0159		PF16184.11
Cadherin_4	PF17803	Bacterial cadherin-like domain	25.1; 25.1;	Domain	71	CL0159		PF17803.7
Cadherin_5	PF17892	Cadherin-like domain	26.5; 26.5;	Domain	98	CL0159		PF17892.7
Cadherin_CELSR2_9th	PF23592	CELSR2-like, ninth cadherin domain	36.8; 36.8;	Domain	100	CL0159		PF23592.1
Cadherin_C_2	PF16492	Cadherin cytoplasmic C-terminal	31.5; 31.5;	Family	85			PF16492.10
Cadherin_FAT4_N	PF25374	FAT4-like, N-terminal cadherin-like domain	35; 35;	Domain	85	CL0159		PF25374.1
Cadherin_pro	PF08758	Cadherin prodomain like	23; 23;	Domain	90	CL0159		PF08758.17
Cadherin_tail	PF15974	Cadherin C-terminal cytoplasmic tail, catenin-binding region	22; 22;	Family	134			PF15974.10
CADH_Y-type_LIR	PF01049	Cadherin, Y-type LIR-motif	24; 24;	Family	60			PF01049.22
Caenor_Her-1	PF09232	Caenorhabditis elegans Her-1	20; 20;	Domain	132			PF09232.15
Caerin_1	PF07440	Caerin 1 protein	25; 25;	Family	24			PF07440.17
CAF-1_p60_C	PF15512	Chromatin assembly factor complex 1 subunit p60, C-terminal	27; 27;	Disordered	141			PF15512.12
CAF1	PF04857	CAF1 family ribonuclease	24.2; 24.2;	Family	320	CL0219	R3H	PF04857.26
CAF1-p150_C2	PF15539	CAF1 complex subunit p150, region binding to CAF1-p60 at C-term	27; 21.6;	Domain	288			PF15539.11
CAF1-p150_N	PF15557	CAF1 complex subunit p150, region binding to PCNA	25.9; 25.9;	Domain	230			PF15557.11
CAF1A_acidic	PF11600	Chromatin assembly factor 1 complex p150 subunit, acidic region	26.4; 26.4;	Disordered	140			PF11600.14
CAF1A_dimeriz	PF12253	Chromatin assembly factor 1 subunit A dimerization domain	25; 25;	Family	75			PF12253.13
CAF1C_H4-bd	PF12265	Histone-binding protein RBBP4 or subunit C of CAF1 complex	22.7; 22.7;	Repeat	69	CL0186		PF12265.14
CAF20	PF17052	Cap associated factor 	25; 25;	Family	150			PF17052.10
Caf4	PF11615	CCR4-associated factor 4 	21; 21;	Family	60			PF11615.13
Cag12	PF13117	Cag pathogenicity island protein Cag12	22.7; 22.7;	Family	96			PF13117.11
CagA	PF03507	CagA exotoxin phosphopeptide substrate mimic region	25; 25;	Motif	39			PF03507.18
CagA_N	PF18971	CagA protein	27; 27;	Family	876			PF18971.5
CagD	PF16567	Pathogenicity island component CagD	25; 25;	Domain	205			PF16567.10
CAGE1	PF15066	Cancer-associated gene protein 1 family	27; 27;	Coiled-coil	528			PF15066.11
CagE_TrbE_VirB	PF03135	CagE, TrbE, VirB family, component of type IV transporter system	21; 21;	Family	204			PF03135.19
CagL	PF22450	T4SS protein CagL	27; 27;	Family	139			PF22450.1
CagS	PF16707	Cag pathogenicity island protein S of Helicobacter pylori	27; 27;	Family	196			PF16707.10
CagX	PF03524	Conjugal transfer protein	34.2; 34.2;	Family	198	CL0159		PF03524.21
CagY_I	PF14585	CagY type 1 repeat	25.8; 25.8;	Repeat	65			PF14585.11
CagY_M	PF07337	DC-EC Repeat	21; 21;	Repeat	32			PF07337.16
CagZ	PF09053	CagZ	25; 25;	Domain	199			PF09053.15
CaiF_GrlA	PF07180	CaiF/GrlA transcriptional regulator	25; 25;	Family	150	CL0123		PF07180.17
CAK-anch_MAT1	PF25811	MAT1 C-terminal CAK anchor	22; 22;	Disordered	52			PF25811.1
CaKB	PF03185	Calcium-activated potassium channel, beta subunit	25.1; 25.1;	Family	195			PF03185.20
Calcipressin	PF04847	Calcipressin	23.5; 23.5;	Family	186	CL0221		PF04847.18
Calci_bind_CcbP	PF11535	Calcium binding	21.5; 21.5;	Family	105			PF11535.13
CALCOCO1	PF07888	Calcium binding and coiled-coil domain (CALCOCO1) like	36; 36;	Coiled-coil	496			PF07888.16
Calcyon	PF06387	D1 dopamine receptor-interacting protein (calcyon)	25; 25;	Family	180			PF06387.16
Calc_CGRP_IAPP	PF00214	Calcitonin / CGRP / IAPP family	22.3; 22.3;	Family	131			PF00214.24
Caldesmon	PF02029	Caldesmon	50; 50;	Disordered	498			PF02029.20
Caleosin	PF05042	Caleosin related protein	27; 27;	Family	170	CL0220		PF05042.19
Calici_coat	PF00915	Calicivirus coat protein	20; 20;	Domain	292	CL0055		PF00915.27
Calici_coat_C	PF08435	Calicivirus coat protein C-terminal	25; 25;	Family	230	CL0055		PF08435.17
Calici_MSP	PF05752	Calicivirus minor structural protein	25; 25;	Family	165			PF05752.16
Calici_PP_N	PF08405	Viral polyprotein N-terminal	24.2; 24.2;	Family	358			PF08405.16
Calmodulin_bind	PF07887	Calmodulin binding protein-like N-terminal domain	25.5; 25.5;	Domain	147	CL0073		PF07887.16
Calmod_bind_C	PF20452	Calmodulin binding protein C-terminal domain	24.2; 24.2;	Domain	62			PF20452.3
Calmod_bind_M	PF20451	Calmodulin binding protein central domain	24.5; 24.5;	Domain	67			PF20451.3
Calpain_III	PF01067	Calpain large subunit, domain III	21; 21;	Domain	137	CL0202		PF01067.28
Calpain_inhib	PF00748	Calpain inhibitor	22; 22;	Family	130			PF00748.24
Calpain_u2	PF16648	Unstructured region on Calpain-3	27; 27;	Disordered	67			PF16648.10
Calponin	PF00402	Calponin family repeat	21.1; 21.1;	Repeat	25			PF00402.23
Calreticulin	PF00262	Calreticulin family	25; 25;	Family	369	CL0004		PF00262.25
Calsarcin	PF05556	Calcineurin-binding protein (Calsarcin)	24; 24;	Family	255			PF05556.16
Calsequestrin	PF01216	Calsequestrin	27; 27;	Family	386	CL0172		PF01216.23
Calx-beta	PF03160	Calx-beta domain	27; 6.8;	Domain	119	CL0159		PF03160.20
Calycin_like	PF13944	Calycin-like beta-barrel domain	30; 20;	Domain	124	CL0116		PF13944.12
CaM-KIIN	PF15170	Calcium/calmodulin-dependent protein kinase II inhibitor	27; 27;	Family	79			PF15170.11
CaMBD	PF02888	Calmodulin binding domain	25; 25;	Family	75			PF02888.21
CaMKII_AD	PF08332	Calcium/calmodulin dependent protein kinase II association domain	22.1; 22.1;	Domain	128	CL0051		PF08332.16
Campylo_MOMP	PF05538	Campylobacter major outer membrane protein	29.6; 29.6;	Family	421	CL0193		PF05538.17
CAMP_factor	PF07373	CAMP factor (Cfa)	23.3; 23.3;	Family	219			PF07373.16
CamS	PF07537	CamS sex pheromone cAM373 precursor	25; 25;	Family	316	CL0878		PF07537.17
CAMSAP_CC1	PF17095	Spectrin-binding region of Ca2+-Calmodulin	27; 27;	Family	59			PF17095.10
CAMSAP_CH	PF11971	CAMSAP CH domain	27; 27;	Domain	85	CL0188		PF11971.13
CAMSAP_CKK	PF08683	Microtubule-binding calmodulin-regulated spectrin-associated	27; 27;	Domain	119	CL0350		PF08683.16
CaM_bdg_C0	PF10562	Calmodulin-binding domain C0 of NMDA receptor NR1 subunit	20.2; 20.2;	Domain	29			PF10562.14
CaM_bind	PF16025	Calcium-dependent calmodulin binding	27; 27;	Family	78			PF16025.10
CaM_binding	PF07839	Plant calmodulin-binding domain	24; 24;	Domain	117			PF07839.16
CAND6-7_N	PF21904	CAND6/7, N-terminal domain	27.4; 27.4;	Domain	132	CL0521		PF21904.1
Candida_ALS	PF05792	Candida agglutinin-like (ALS)	25; 11;	Repeat	33			PF05792.18
Candida_ALS_N	PF11766	Agglutinin-like protein, N-terminal domain	25; 25;	Domain	247	CL0159		PF11766.14
CANIN	PF14816	Coiled-coil and Nse Interacting (CANIN) domain	25; 25;	Domain	370			PF14816.11
CAP	PF00188	Cysteine-rich secretory protein family	21.1; 21.1;	Domain	117	CL0659		PF00188.32
CAP-like_CFAP184	PF23448	CFAP184 CAP-like domain	27; 27;	Domain	131	CL0659		PF23448.1
CAP-ZIP_m	PF15255	WASH complex subunit CAP-Z interacting, central region	28.2; 28.2;	Family	140			PF15255.11
CAP12-PCTIR_TIR	PF10137	CAP12/Pycsar effector protein, TIR domain	24.7; 24.7;	Domain	119	CL0173		PF10137.14
Cap15_CD_rec	PF18153	Cap15, cyclic dinucleotide receptor domain	31.2; 31.2;	Domain	122			PF18153.7
Cap15_TM	PF23471	Cap15, TM helices	28.2; 28.2;	Domain	59			PF23471.1
CAP160	PF07918	CAP160 repeat	25; 25;	Repeat	27			PF07918.16
Cap17-like_N	PF18178	ATP nucleosidase Cap17-like, N-terminal	26.6; 26.6;	Domain	232	CL0349		PF18178.6
CAP18_C	PF12153	LPS binding domain of CAP18 (C terminal)	20.5; 20.5;	Domain	28			PF12153.13
Cap4_nuclease	PF14130	Cap4, dsDNA endonuclease domain	26.2; 26.2;	Domain	200	CL0236		PF14130.12
CAP59_mtransfer	PF11735	Cryptococcal mannosyltransferase 1 	28.8; 28.8;	Family	242			PF11735.13
CAPN13-like_C_EFh	PF21875	Calpain-13-like, C-terminal EF-hand	27; 27;	Domain	72	CL0220		PF21875.2
CapR	PF21817	CapR homology domain	24.2; 24.2;	Domain	67	CL0839		PF21817.3
Caprin-1_C	PF12287	Cytoplasmic activation/proliferation-associated protein-1 C term	25; 25;	Family	323			PF12287.13
Caprin-1_dimer	PF18293	Caprin-1 dimerization domain	27; 27;	Domain	116			PF18293.6
Capsid-VNN	PF11729	nodavirus capsid protein 	25; 25;	Family	340	CL0055		PF11729.14
Capsid_N	PF16903	Major capsid protein N-terminus	24; 24;	Domain	207	CL0611		PF16903.12
Capsid_NCLDV	PF04451	Large eukaryotic DNA virus major capsid protein	34.8; 34.8;	Domain	196	CL0611		PF04451.17
Capsid_pestivir	PF11889	Capsid protein C, pestivirus	27; 27;	Domain	56			PF11889.13
Capsid_VP7	PF17071	Outer capsid protein VP7	26; 26;	Family	283			PF17071.10
capSnatchArena	PF21991	Cap-snatching endonuclease	24.2; 24.2;	Domain	194			PF21991.1
Capsule_synth	PF05159	Capsule polysaccharide biosynthesis protein	20; 20;	Family	310	CL0113		PF05159.20
Caps_assemb_Wzi	PF14052	Capsule assembly protein Wzi	30.1; 30.1;	Family	392	CL0193		PF14052.12
Caps_synth	PF05704	Capsular polysaccharide synthesis protein	24.5; 24.5;	Family	278	CL0110		PF05704.18
Caps_synth_CapC	PF14102	Capsule biosynthesis CapC	27; 27;	Family	119			PF14102.11
Caps_syn_GfcC_C	PF06251	Capsule biosynthesis GfcC C-terminal	20; 20;	Domain	90	CL0072		PF06251.17
Caps_syn_GfcC_N	PF20616	Capsule biosynthesis GfcC, N-terminal	22.1; 22.1;	Domain	129	CL0072		PF20616.4
CAP_assoc_N	PF14504	CAP-associated N-terminal	29.3; 29.3;	Domain	140			PF14504.11
CAP_C	PF08603	Adenylate cyclase associated (CAP) C terminal	23.8; 23.8;	Family	157	CL0391		PF08603.16
CAP_GLY	PF01302	CAP-Gly domain	26.5; 26.5;	Domain	65	CL0010		PF01302.31
CAP_N	PF21938	CAP, N-terminal domain	27; 27;	Domain	159			PF21938.1
CAP_N-CM	PF01213	CAP N-terminal conserved motif	19; 19;	Motif	43			PF01213.24
CarA_N	PF09147	Carbapenam-3-carboxylate synthase, N-terminal	21; 21;	Domain	199	CL0052		PF09147.15
Carbam_trans_C	PF16861	Carbamoyltransferase C-terminus	27; 27;	Domain	170			PF16861.10
Carbam_trans_N	PF02543	Carbamoyltransferase N-terminus	24; 24;	Domain	346	CL0108		PF02543.21
CarbopepD_reg_2	PF13715	CarboxypepD_reg-like domain	32.2; 32.2;	Domain	88	CL0287		PF13715.12
Carboxyl_trans	PF01039	Carboxyl transferase domain	22.3; 22.3;	Family	493	CL0127		PF01039.27
CarboxypepD_reg	PF13620	Carboxypeptidase regulatory-like domain	32.3; 32.3;	Domain	82	CL0287		PF13620.12
CarbpepA_inh	PF02977	Carboxypeptidase A inhibitor	25; 25;	Domain	46	CL0096		PF02977.21
Carbpep_Y_N	PF05388	Carboxypeptidase Y pro-peptide	25.8; 25.8;	Family	127			PF05388.16
Carb_anhydrase	PF00194	Eukaryotic-type carbonic anhydrase	27; 27;	Domain	254			PF00194.26
Carb_bind	PF10645	Carbohydrate binding	25; 25;	Domain	49			PF10645.14
Carb_kinase	PF01256	NAD(P)H-hydrate dehydratase	27; 27;	Domain	242	CL0118		PF01256.23
Carcinustatin	PF08261	Carcinustatin peptide	20.7; 0.5;	Family	8	CL0284		PF08261.17
CARD	PF00619	Caspase recruitment domain	23.9; 23.9;	Domain	85	CL0041		PF00619.27
